ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001966918-24-000002	YES	101	0001954354	iCapital-PIMCO COF IV Onshore Access Fund, L.P.	C/O COMPLIANCE DEPARTMENT	60 EAST 42ND STREET, 28TH FLOOR	NEW YORK	NY	NEW YORK	10165	(212) 994-7400	DELAWARE							Limited Partnership		withinFiveYears	2022
0001966918-24-000001	YES	101	0001954353	iCapital-PIMCO COF IV Offshore Access Fund, L.P.	C/O COMPLIANCE DEPARTMENT	60 EAST 42ND STREET, 28TH FLOOR	NEW YORK	NY	NEW YORK	10165	(212) 994-7400	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2022
0002045602-24-000001	YES	101	0002045602	Borealis CI Co-Invest SCSp	16, RUE EUGENE RUPPERT		LUXEMBOURG	N4	LUXEMBOURG	L-2453	352264491	LUXEMBOURG							Limited Partnership		withinFiveYears	2024
0002043138-24-000002	YES	101	0002043138	BR-1022 Fund II, a series of Founders First Fund, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0001506492-24-000004	YES	101	0001506492	Nuwellis, Inc.	12988 VALLEY VIEW ROAD		EDEN PRAIRIE	MN	MINNESOTA	55344	952-345-4200	DELAWARE				CHF Solutions, Inc.	Sunshine Heart, Inc.		Corporation		overFiveYears	
0002042959-24-000001	YES	101	0002042959	ST-1024 Fund I, a series of Untapped Investing, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0001969798-24-000005	YES	101	0001969798	Healent Health, Inc.	222 W MERCHANDISE MART	SUITE 1230	CHICAGO	IL	ILLINOIS	60654	3127411606	DELAWARE							Corporation		withinFiveYears	2020
0002042943-24-000001	YES	101	0002042943	AV-0922 Fund I, a series of AngelList Quant Fund Direct Investments, LP	119 SOUTH MAIN STREET, SUITE 220		SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002000892-24-000003	YES	101	0002000892	TMC Quant Equities Fund, LLC	2000 MCKINNEY AVE	SUITE 1200	DALLAS	TX	TEXAS	75201	214-552-4356	DELAWARE							Limited Liability Company		withinFiveYears	2023
0001062993-24-019396	YES	101	0001823129	Flow Metals Corp.	1075 West Georgia Street	Suite 1890	VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6C 3E9	604-687-2038	BRITISH COLUMBIA, CANADA							Corporation		overFiveYears	
0002044376-24-000001	YES	101	0002044376	TrueRelief, LLC	100 WILSHIRE BLVD	SUITE 700	SANTA MONICA	CA	CALIFORNIA	90401	3109189064	DELAWARE							Limited Liability Company		overFiveYears	
0001930014-24-000004	YES	101	0001930014	Deep 6 AI Inc.	251 S. LAKE AVENUE	SUITE 800	PASADENA	CA	CALIFORNIA	91101	626-585-8586	DELAWARE	Qurius, Inc.						Corporation		overFiveYears	
0002045574-24-000001	YES	101	0002045574	A.P. Gilfoyle Markets, Inc.	45 ROCKEFELLER PLAZA, FLOOR 20		NEW YORK	NY	NEW YORK	10111	212-529-4550	DELAWARE							Corporation		withinFiveYears	2024
0001836166-24-000002	YES	101	0001836166	Prime Artificial Intelligence, Inc.	880 HARRISON ST. SE, STE 127		LEESBURG	VA	VIRGINIA	20175	310-923-2867	DELAWARE				DataPrime, Inc.			Corporation		overFiveYears	
0002042368-24-000002	YES	101	0002042368	BBD Capital Partners, LP	1911 S PEARL ST		DENVER	CO	COLORADO	80210	6463842754	DELAWARE							Limited Partnership		withinFiveYears	2023
0001969798-24-000004	YES	101	0001969798	Healent Health, Inc.	222 W MERCHANDISE MART	SUITE 1230	CHICAGO	IL	ILLINOIS	60654	(312) 291-1382	DELAWARE							Corporation		withinFiveYears	2020
0001940654-24-000001	YES	101	0001940654	White Wolf Private Credit Partners LLC	501 BRICKELL KEY DRIVE	SUITE 104	MIAMI	FL	FLORIDA	33131	305-605-8888	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001930014-24-000003	YES	101	0001930014	Deep 6 AI Inc.	251 S. LAKE AVENUE	SUITE 800	PASADENA	CA	CALIFORNIA	91101	626-585-8586	DELAWARE	Qurius, Inc.						Corporation		overFiveYears	
0001848416-24-000003	YES	101	0001848416	Verano Holdings Corp.	224 W HILL STREET	SUITE 400	CHICAGO	IL	ILLINOIS	60610	312-265-0730	BRITISH COLUMBIA, CANADA							Corporation		overFiveYears	
0002043484-24-000001	YES	101	0002043484	LP SFIP Co-Invest Fund II, LP	116 HUNTINGTON AVENUE	SUITE 1001	BOSTON	MA	MASSACHUSETTS	02116	617-861-9760	DELAWARE							Limited Partnership		withinFiveYears	2024
0002043342-24-000001	YES	101	0002043342	Axiom Venture Fund II LP	425 S. MENNONITE RD.		COLLEGEVILLE	PA	PENNSYLVANIA	19426	610-322-2034	DELAWARE							Limited Partnership		withinFiveYears	2024
0001930014-24-000002	YES	101	0001930014	Deep 6 AI Inc.	251 S. LAKE AVENUE	SUITE 800	PASADENA	CA	CALIFORNIA	91101	626-585-8586	DELAWARE	Qurius, Inc.						Corporation		overFiveYears	
0002045475-24-000001	YES	101	0002045475	Transradial Technologies, Inc.	2930 E. GENESSEE ST.		SYRACUSE	NY	NEW YORK	13224	215-688-6196	DELAWARE							Corporation		withinFiveYears	2023
0001947492-24-000001	YES	101	0001947492	White Wolf Private Fund Partners LLC	501 BRICKELL KEY DRIVE	SUITE 104	MIAMI	FL	FLORIDA	33131	305-605-8888	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002036913-24-000003	YES	101	0002036913	Elemental-AN-0906 Fund II, a series of AngelList Funds 2024, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE				Noah-AN-0906 Fund II, a series of AngelList Funds 2024, LP			Limited Partnership		withinFiveYears	2024
0001872372-24-000001	YES	101	0001872372	CRYTICA SECURITY, INC.	7655 Town Square Ln	Ste 212	RENO	NV	NEVADA	89523	775-762-2627	NEVADA							Corporation		overFiveYears	
0002023145-24-000004	YES	101	0002023145	TVC Fund IX Private Investors Offshore, L.P.	Intertrust Corp Services (Cayman) Ltd	One Nexus Way, Camana Bay	George Town, Grand Cayman	E9	CAYMAN ISLANDS	KY1-9005	345-943-3100	CAYMAN ISLANDS							Other	Cayman Islands exempted limited partnership	withinFiveYears	2024
0001692645-24-000003	YES	101	0001692645	Taylor Morgan Global Appreciation Fund, LP	2000 McKinney Ave	Suite 1200	DALLAS	TX	TEXAS	75201	214-552-4356	DELAWARE							Limited Partnership		overFiveYears	
0002045587-24-000002	YES	101	0002045587	CHL Taycan Aggregator, LLC	INVESTCORP INVESTMENT ADVISERS LLC	280 PARK AVENUE, 36TH FLOOR	NEW YORK	NY	NEW YORK	10017	212-599-4700	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045435-24-000001	YES	101	0002045435	Supererogatory Corp.	169 MADISON AVENUE, SUITE 11630		NEW YORK	NY	NEW YORK	10016	646-610-2362	DELAWARE							Corporation		withinFiveYears	2024
0001619670-24-000001	YES	101	0001619670	Bouldin Creek Holdings, Inc.	1717 WEST 6TH STREET	SUITE 300	AUSTIN	TX	TEXAS	78703	(713) 240-5101	DELAWARE							Corporation		overFiveYears	
0001867562-24-000001	YES	101	0001867562	MODULO BIO, INC.	1525 KENSINGTON		LOS ALTOS	CA	CALIFORNIA	94024	6507878325	DELAWARE							Corporation		withinFiveYears	2021
0002045588-24-000001	YES	101	0002045588	ANANTIS AI EQUITY FUND L.P.	730 ARIZONA AVE	2ND FLOOR	SANTA MONICA	CA	CALIFORNIA	90401	302-290-4178	DELAWARE							Limited Partnership		withinFiveYears	2024
0001883848-24-000001	YES	101	0001883848	Catalyst Topco, LP	1114 AVENUE OF THE AMERICAS, 45TH FLOOR		NEW YORK	NY	NEW YORK	10036	917-281-0850	DELAWARE							Limited Partnership		withinFiveYears	2021
0001311718-24-000001	YES	101	0001311718	Seattle Hotel Group LLC	1 100TH AVENUE NE	SUITE 200	BELLEVUE	WA	WASHINGTON	98004	425-460-2542	WASHINGTON							Limited Liability Company		overFiveYears	
0002045319-24-000001	YES	101	0002045319	TRP-GS Renewables, LP	625 MASSACHUSETTS AVE.	2ND FLOOR	CAMBRIDGE	MA	MASSACHUSETTS	02139	617-665-7253	DELAWARE							Limited Partnership		withinFiveYears	2024
0001062993-24-019393	YES	101	0001792030	IM Cannabis Corp.	KIBBUTZ GLIL YAM		CENTRAL DISTRICT	L3	ISRAEL	4690500	416-256-4202	BRITISH COLUMBIA, CANADA	NAVASOTA RESOURCES INC.						Corporation		overFiveYears	
0001458302-24-000001	YES	101	0001458302	RATIONAL INVESTMENT GROUP, LP	1309 BEACON STREET	SUITE 300	BROOKLINE	MA	MASSACHUSETTS	02446	(617) 319-3282	DELAWARE				RATIONAL INVESTMENT GROUP LP			Limited Partnership		overFiveYears	
0001658376-24-000001	YES	101	0001658376	Magnetar PRA Fund Ltd	Northern Trust Global Fund Ser. Cay. Ltd	94 Solaris Avenue	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1108	345-943-5499	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0002045561-24-000001	YES	101	0002045561	Inner Cosmos Inc.	1800 Green Hills	Suite 105A	Scotts Valley	CA	CALIFORNIA	95066	917-331-2230	DELAWARE							Corporation		overFiveYears	
0002044534-24-000001	YES	101	0002044534	Garden Club Penn LLC	2920 NEW BEAVER AVENUE		PITTSBURGH	PA	PENNSYLVANIA	15233	330-903-0138	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001825166-24-000005	YES	101	0001825166	P & J Titan Fund LP	7901 4TH ST	STE 6309	ST. PETERSBURG	FL	FLORIDA	33702	(212)271-2898	DELAWARE							Limited Partnership		withinFiveYears	2020
0000898432-24-000935	YES	101	0002044008	Knopp Sub Investments II LLC	2403 SIDNEY STREET	SUITE 206	PITTSBURGH	PA	PENNSYLVANIA	15203	(412) 488-1776	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001782566-24-000001	YES	101	0001782566	CJIP IV Co-Investment, L.P.	1001 PENNSYLVANIA AVENUE, NW	SUITE 220 SOUTH	WASHINGTON	DC	DISTRICT OF COLUMBIA	20004	202-729-5758	CAYMAN ISLANDS							Limited Partnership		overFiveYears	
0002011020-24-000001	YES	101	0002011020	Proteus Series Feeder Fund IV, LLC - Specialized Fund I	8900 KEYSTONE CROSSING	SUITE 500	INDIANAPOLIS	IN	INDIANA	46240	3176532756	ILLINOIS							Limited Liability Company		withinFiveYears	2024
0001892143-24-000001	YES	101	0001892143	CGP II Co-Investment, L.P.	C/O THE CARLYLE GROUP, SUITE 220 SOUTH	1001 PENNSYLVANIA AVENUE, N.W.	WASHINGTON	DC	DISTRICT OF COLUMBIA	20004	(202) 729-5534	CAYMAN ISLANDS							Limited Partnership		overFiveYears	
0002040807-24-000003	YES	101	0002040807	Metsera, Inc.	3 World Trade Center	175 Greenwich Street	New York	NY	NEW YORK	10007	(212) 784-6595	DELAWARE							Corporation		withinFiveYears	2022
0001825166-24-000002	YES	101	0001825166	P & J Titan Fund LP	7609 Greystone Drive	STE 6309	Bayonet Point	FL	FLORIDA	10022	(212)271-2898	DELAWARE							Limited Partnership		withinFiveYears	2020
0001884827-24-000001	YES	101	0001884827	BWM Tactical Growth LP	12 GREENWAY PLAZA STE 1100		HOUSTON	TX	TEXAS	77046	7133851441	DELAWARE				BWM Focused Growth LP			Limited Partnership		withinFiveYears	2021
0001821983-24-000001	YES	101	0002044812	Javeri Jewelers Inc	4672 THANBKSGIVING LANE		PLANO	TX	TEXAS	75024	8178210373	TEXAS							Corporation		overFiveYears	
0001806601-24-000003	YES	101	0001806601	GCW Investments LP	1 Knightsbridge Green	5th Floor	LONDON	X0	UNITED KINGDOM	SW1X 7QA	442039610696	DELAWARE							Limited Partnership		overFiveYears	
0002045408-24-000001	YES	101	0002045408	Potomac West Investors, LLC	17 20TH STREET N	SUITE 340	BIRMINGHAM	AL	ALABAMA	35203	205.276.1717	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002038435-24-000002	YES	101	0002038435	AUM-AZ-0822 Fund I, a series of AngelList Funds 2024, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002042034-24-000002	YES	101	0002042034	PI-1013 Fund I, a series of Nichole Wischoff SPV 1, LP	119 SOUTH MAIN STREET, SUITE 220		SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002030180-24-000002	YES	101	0002030180	Merak-AD-0415 Fund I, a series of AngelList Funds 2024, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002037157-24-000001	YES	101	0002037157	Venrock Healthcare Capital Partners XP, L.P.	7 BRYANT PARK, 23RD FLOOR	N/A	NEW YORK	NY	NEW YORK	10018	(212) 444-4100	DELAWARE							Limited Partnership		withinFiveYears	2024
0001904622-24-000001	YES	101	0001904622	GIGANTOR TECHNOLOGIES, INC.	200 OCEAN AVE, UNIT 203		MELBOURNE BEACH	FL	FLORIDA	32951	321-421-9360	DELAWARE							Corporation		withinFiveYears	2020
0002042853-24-000002	YES	101	0002042853	ACE VI Co-Invest (EUR) LP	1800 AVENUE OF THE STARS	SUITE 1400	LOS ANGELES	CA	CALIFORNIA	90067	301-201-4100	DELAWARE							Limited Partnership		withinFiveYears	2024
0001571469-24-000001	YES	101	0001947742	Avenzo Therapeutics, Inc.	12707 High Bluff Drive, Suite 200		SAN DIEGO	CA	CALIFORNIA	92130	858-239-2944	DELAWARE							Corporation		withinFiveYears	2022
0002045511-24-000001	YES	101	0002045511	Friendly Health Technologies Inc.	1410 FRANKLIN ST		SAN FRANCISCO	CA	CALIFORNIA	94109	6194147750	DELAWARE							Corporation		withinFiveYears	2022
0000950142-24-002809	YES	101	0002035913	Stellex III Co-Investment NY LP	C/O STELLEX CAPITAL MANAGEMENT LLC	900 THIRD AVENUE, 25TH FLOOR	NEW YORK	NY	NEW YORK	10022	(212) 710-2323	DELAWARE	SCM HoldCo Entity 7 LP						Limited Partnership		withinFiveYears	2023
0001042167-24-000069	YES	101	0002041541	Fortune Favors LLC	300 COMMERCE PARKWAY		COTTAGE GROVE	WI	WISCONSIN	53527	608-709-1077	WISCONSIN	Nutkrack LLC						Limited Liability Company		overFiveYears	
0001954532-24-000001	YES	101	0001954532	Black Lotus Onshore Fund LP	151 CALLE DE SAN FRANCISCO	SUITE 200, #0252	SAN JUAN	PR	PUERTO RICO	00901	855-713-2703	DELAWARE							Limited Partnership		withinFiveYears	2022
0002027551-24-000001	YES	101	0002027551	MVP LS FUND DXXIV LLC	11601 ALTERRA PARKWAY	SUITE 100	AUSTIN	TX	TEXAS	78758	5122121160	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001689448-24-000003	YES	101	0001689448	Argentina Lithium & Energy Corp.	411-837 WEST HASTINGS STREET		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6C 3N6	604-687-1828	BRITISH COLUMBIA, CANADA							Corporation		overFiveYears	
0001376474-24-000706	YES	101	0002043848	Blind Spirits LLC	416 BEDFORD PLACE		THOUSAND OAKS	CA	CALIFORNIA	91360	310-980-6884	CALIFORNIA							Limited Liability Company		withinFiveYears	2021
0001654954-24-014676	YES	101	0002045466	Napali Energy Partners II, LP	720 S Highway 377	No 140253	Roanoke	TX	TEXAS	76262	(224) 627-2675	TEXAS							Limited Partnership		withinFiveYears	2024
0001730395-24-000002	YES	101	0001730395	LIFEMARK REINSURANCE Co	1 OLYMPIC PLACE STE 900		TOWSON	MD	MARYLAND	21204	410-837-3022	DELAWARE							Corporation		overFiveYears	
0002042853-24-000003	YES	101	0002042781	ACE VI Co-Invest (USD) LP	1800 AVENUE OF THE STARS	SUITE 1400	LOS ANGELES	CA	CALIFORNIA	90067	301-201-4100	DELAWARE							Limited Partnership		withinFiveYears	2024
0001954531-24-000001	YES	101	0001954531	Black Lotus Offshore Fund Ltd.	20 GENESIS CLOSE	UNIT 31910	GEORGE TOWN	E9	CAYMAN ISLANDS	KY1-1208	855-713-2703	CAYMAN ISLANDS							Corporation		withinFiveYears	2022
0001731415-24-000002	YES	101	0001731415	Keenan Capital Fund, LP	1229 BURLINGAME AVENUE	SUITE 201	BURLINGAME	CA	CALIFORNIA	94010	6503443332	DELAWARE							Limited Partnership		overFiveYears	
0000911420-24-000243	YES	101	0002045465	Ashcroft Manager Holding Company, LLC	C/O ASHCROFT CAPITAL, LLC	461 5TH AVE FLOOR 16	NEW YORK	NY	NEW YORK	10017	310-866-8185	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002042853-24-000001	YES	101	0002042854	ACE VI Co-Invest A (EUR) LP	1800 AVENUE OF THE STARS	SUITE 1400	LOS ANGELES	CA	CALIFORNIA	90067	301-201-4100	DELAWARE							Limited Partnership		withinFiveYears	2024
0001969798-24-000003	YES	101	0001969798	Healent Health, Inc.	222 W MERCHANDISE MART	SUITE 1230	CHICAGO	IL	ILLINOIS	60654	(312) 291-1382	DELAWARE							Corporation		withinFiveYears	2020
0001969798-24-000002	YES	101	0001969798	Healent Health, Inc.	222 W MERCHANDISE MART	SUITE 1230	CHICAGO	IL	ILLINOIS	60654	(312) 291-1382	DELAWARE							Corporation		withinFiveYears	2020
0001905513-24-000001	YES	101	0001905513	Blackstone Tactical Opportunities Fund (Songs Co-Invest) L.P.	345 PARK AVENUE		NEW YORK	NY	NEW YORK	10154	212-583-5000	DELAWARE							Limited Partnership		withinFiveYears	2021
0002042853-24-000004	YES	101	0002042780	ACE VI Co-Invest B (USD) LP	1800 AVENUE OF THE STARS	SUITE 1400	LOS ANGELES	CA	CALIFORNIA	90067	301-201-4100	DELAWARE							Limited Partnership		withinFiveYears	2024
0002045476-24-000002	YES	101	0002045476	PROPELLING VENTURES 1 LLC	8 THE GREEN	SUITE A	DOVER	DE	DELAWARE	19901	6093735014	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001842542-24-000002	YES	101	0001842542	Gyaan AI, Inc.	217 COMARTY ST.		HENDERSON	NV	NEVADA	89012	4083135333	DELAWARE							Corporation		withinFiveYears	2020
0001989684-24-000001	YES	101	0001989684	Tri-Land Grocery Plus LLC	ONE EAST OAK HILL DRIVE, SUITE 302		WESTMONT	IL	ILLINOIS	60559	(708) 531-8210	DELAWARE				Tri-Land Grocery LLC			Limited Liability Company		withinFiveYears	2023
0001998628-24-000001	YES	101	0001998628	NB Private Equity Impact Fund II LP	1290 AVENUE OF THE AMERICAS	41ST FLOOR	NEW YORK	NY	NEW YORK	10104	212-476-9000	DELAWARE							Limited Partnership		withinFiveYears	2023
0001952394-24-000003	YES	101	0001952394	Djamo Inc.	251 LITTLE FALLS DRIVE		WILMINGTON	DE	DELAWARE	19808	13023199706	DELAWARE				Djamo, Inc.			Corporation		withinFiveYears	2021
0000912282-24-000819	YES	101	0001965615	MAGNA MINING INC.	1300 Kelly Lake Road		Sudbury	A6	ONTARIO, CANADA	P3E 5P4	(705) 665-0262	CANADA (FEDERAL LEVEL)	CT Developers Ltd.						Corporation		overFiveYears	
0002045432-24-000002	YES	101	0002045432	Kabir Real Estates, LLC	608 JACKSON HILL STREET		HOUSTON	TX	TEXAS	77007	2019206343	TEXAS				Kabir Real Estate, LLC			Limited Liability Company		withinFiveYears	2021
0000911420-24-000241	YES	101	0002045465	Ashcroft Manager Holding Company, LLC	C/O ASHCROFT CAPITAL, LLC	461 5TH AVE FLOOR 16	NEW YORK	NY	NEW YORK	10017	310-866-8185	DELAWARE							Limited Liability Company		withinFiveYears	2024
0000950142-24-002807	YES	101	0002039004	KKR CLO Equity Fund IV - Onshore Sub-Fund (Ireland)	CADENZA 19/20 EARLSFORT TERRACE		DUBLIN	L2	IRELAND	D02 EN84	353-1-4757499	IRELAND							Other	Irish collective asset-management vehicle	withinFiveYears	2023
0001096906-24-002190	YES	101	0002045382	Broad Street Global Partners LLC- Infra	361 ROUTE 202		SOMERS	NY	NEW YORK	10589	914 427-8036	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001857918-24-000004	YES	101	0001857918	Arcade Software, Inc.	595 MARKET STREET		SAN FRANCISCO	CA	CALIFORNIA	94105	617-513-3740	DELAWARE	Alchemist Technologies Inc.						Corporation		withinFiveYears	2020
0002039073-24-000001	YES	101	0002039073	Carlyle Spruce Coinvestment, S.C.Sp.	9, RUE DE BITBOURG		GRAND DUCHY OF LUXEMBOURG	N4	LUXEMBOURG	L-1273	202-729-5626	LUXEMBOURG							Limited Partnership		withinFiveYears	2024
0001955070-24-000002	YES	101	0001955070	Trailhead Options Income LP	C/O PPB TRAILHEAD OPTIONS MGT LLC	300 BARR HARBOR DRIVE SUITE 260	WEST CONSHOHOCKEN	PA	PENNSYLVANIA	19428	4842784017	DELAWARE							Limited Partnership		withinFiveYears	2022
0000950142-24-002806	YES	101	0002039005	KKR CLO Equity Fund IV - Offshore Sub-Fund (Ireland)	CADENZA 19/20 EARLSFORT TERRACE		DUBLIN	L2	IRELAND	D02 EN84	353-1-4757499	IRELAND							Other	Irish collective asset-management vehicle	withinFiveYears	2023
0001924104-24-000002	YES	101	0001924104	Trailhead Income QP, LP	C/O PPB TRAILHEAD QP MGT LLC	300 BARR HARBOR DRIVE, SUITE 260	WEST CONSHOHOCKEN	PA	PENNSYLVANIA	19428	484-278-4017	DELAWARE							Limited Partnership		withinFiveYears	2022
0002017546-24-000008	YES	101	0002017546	CONNECTED CAPITAL PRIVATE FUND I LLC	8 THE GREEN STE A		DOVER	DE	DELAWARE	19901	4237189111	DELAWARE							Limited Liability Company		withinFiveYears	2023
0002044382-24-000001	YES	101	0002044382	Kindred PAI, L.P.	660 4TH STREET, SUITE 656		SAN FRANCISCO	CA	CALIFORNIA	94107	415-938-8860	DELAWARE							Limited Partnership		withinFiveYears	2024
0001654954-24-014658	YES	101	0002044978	TSO 2 Well Joint Venture #1	105 Nursery Lane	Suite 200	Fort Worth	TX	TEXAS	76114	682-269-3131	TEXAS							Other	Joint Venture	withinFiveYears	2024
0002042616-24-000002	YES	101	0002042616	QTS SP I REIT, LLC	12851 FOSTER STREET		OVERLAND PARK	KS	KANSAS	66213	212-810-3938	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001956774-24-000002	YES	101	0001956774	Levanta.io Inc.	1752 NW MARKET ST. UNIT 4364		SEATTLE	WA	WASHINGTON	98107	4259228466	DELAWARE				Levanta Inc. /WA			Corporation		withinFiveYears	2022
0001899646-24-000002	YES	101	0001899646	Trailhead Growth, LP	C/O PPB TRAILHEAD GROWTH MGT LLC	300 BARR HARBOR DRIVE, SUITE 260	WEST CONSHOHOCKEN	PA	PENNSYLVANIA	19428	(484) 278-4017	DELAWARE							Limited Partnership		withinFiveYears	2021
0002017546-24-000007	YES	101	0002017546	CONNECTED CAPITAL PRIVATE FUND I LLC	8 THE GREEN STE A		DOVER	DE	DELAWARE	19901	4237189111	DELAWARE							Limited Liability Company		withinFiveYears	2023
0002017546-24-000006	YES	101	0002017546	CONNECTED CAPITAL PRIVATE FUND I LLC	8 THE GREEN STE A		DOVER	DE	DELAWARE	19901	4237189111	DELAWARE							Limited Liability Company		withinFiveYears	2023
0001815674-24-000002	YES	101	0001815674	Aquilo Capital Offshore, Ltd.	STONE COAST FUND SVS LTD C/O WALKERS LTD	CAYMAN CORPORATE CTR, 27 HOSPITAL RD	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1 - 9008	(415) 635-0141	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0001691902-24-000001	YES	101	0001691902	Aquilo Capital LO, L.P.	ONE LETTERMAN DRIVE, SUITE D4900	THE PRESIDIO, BUILDING D	SAN FRANCISCO	CA	CALIFORNIA	94129	415-635-0141	DELAWARE				Aquilo Capital II, L.P.			Limited Partnership		overFiveYears	
0001491371-24-000001	YES	101	0001491371	Aquilo Capital, L.P.	ONE LETTERMAN DRIVE, SUITE D4900	BUILDING D, THE PRESIDIO	SAN FRANCISCO	CA	CALIFORNIA	94129	(415) 635-0141	DELAWARE							Limited Partnership		overFiveYears	
0001987775-24-000007	YES	101	0001987775	AEI NET LEASE PORTFOLIO 23 DST	30 E 7TH STREET	SUITE 1300	ST. PAUL	MN	MINNESOTA	55101	651-227-7333	DELAWARE							Other	Statutory Trust	withinFiveYears	2023
0002045438-24-000002	YES	101	0002045444	Escalada Sports Partners I (Poland) LLC	2443 FILLMORE STREET	#380-1747	SAN FRANCISCO	CA	CALIFORNIA	94115	704-904-1197	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045483-24-000001	YES	101	0002045483	CMB Infrastructure Investment Group 93, LP	5910 NORTH CENTRAL EXPRESSWAY	SUITE 1000	DALLAS	TX	TEXAS	75206	309-797-1550	TEXAS							Limited Partnership		withinFiveYears	2023
0002017546-24-000005	YES	101	0002017546	CONNECTED CAPITAL PRIVATE FUND I LLC	8 THE GREEN STE A		DOVER	DE	DELAWARE	19901	4237189111	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002037819-24-000002	YES	101	0002037819	KA-0806 Fund I, a series of Roll Up Vehicles, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002044437-24-000002	YES	101	0002044437	Neuberger Berman Insurance Fund XIV Series Interests of the SALI Multi-Series Fund, L.P.	6850 AUSTIN CENTER BLVD SUITE	#300	AUSTIN	TX	TEXAS	78731	5127357254	DELAWARE							Limited Partnership		withinFiveYears	2024
0002045438-24-000001	YES	101	0002045438	Escalada Sports Partners I LLC	2443 FILLMORE STREET	#380-1747	SAN FRANCISCO	CA	CALIFORNIA	94115	704-904-1197	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002038625-24-000002	YES	101	0002038625	Fispoke Inc.	1 GROVE STREET	#812579	WELLESLEY	MA	MASSACHUSETTS	02482	617-395-8950	DELAWARE							Corporation		withinFiveYears	2023
0002045474-24-000001	YES	101	0002045474	OTB Enterprises LLC	368 PARK STREET		TROY	MI	MICHIGAN	48083	248-266-5568	MICHIGAN							Limited Liability Company		overFiveYears	
0001213900-24-100142	YES	101	0000890394	Peraso Inc.	2309 BERING DRIVE		SAN JOSE	CA	CALIFORNIA	95131	(408) 418-7500	DELAWARE	Monolithic System Technology Inc			MoSys, Inc.	MONOLITHIC SYSTEM TECHNOLOGY INC		Corporation		overFiveYears	
0002045246-24-000001	YES	101	0002045246	Flex Lending 7 LLC	7563 Philips Highway	Suite 208	Jacksonville	FL	FLORIDA	32256	904-566-6400	FLORIDA							Limited Liability Company		withinFiveYears	2024
0002018562-24-000026	YES	101	0002018562	USEDC 2024 B Drilling Fund LP	1521 NORTH COOPER STREET	SUITE 400	ARLINGTON	TX	TEXAS	76011	16823052868	DELAWARE							Limited Partnership		withinFiveYears	2023
