ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0001405086-24-000288	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001405086-23-000283		true	true					true					false		5000000		Indefinite	0	Indefinite	Includes all amounts sold by the issuer, whether pursuant to SEC Regulation D or Regulation S.	false		0	0		0		Includes only sales commissions and finders' fees expenses paid by the issuer, if any.	0		The Investment Manager (or its affiliate) is entitled to receive an annual management fee in an amount equal to a specified percentage of assets under management.	false
0001405086-24-000287	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001405086-23-000284		true	true					true					false		5000000		Indefinite	0	Indefinite	Includes all amounts sold by the issuer, whether pursuant to SEC Regulation D or Regulation S.	false		0	0		0		Includes only sales commissions and finders' fees expenses paid by the issuer, if any.	0		The Investment Manager (or its affiliate) is entitled to receive an annual management fee in an amount equal to a specified percentage of assets under management.	false
0002034469-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-11-01		false					true					false		2000		161000	161000	0		false		19	0		0			10000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0001405086-24-000286	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001405086-23-000289	2014-11-03		true					true					false		5000000		Indefinite	649672179	Indefinite	Includes all amounts sold by the issuer, whether pursuant to SEC Regulation D or Regulation S.	false		2	0		0		Includes only sales commissions and finders' fees expenses paid by the issuer, if any.	0		The investment manager (or its affiliate) is entitled to receive an annual management fee in an amount equal to a specified percentage of assets under management.	false
0001587695-24-000002	Business Services			No Revenues		06c	false			true	false	true									true	This company has been acquired by:Recon Aerospace & Defense, Inc. LeRoy D. Aday, President, 14930 Corporate Road, Suite 19, Jupiter, FL 33478.	1000		1000	0	1000	This is a placeholder Reg. D for informational purposes on the acquisition by Recon Aerospace & Defense, Inc. See box 10 of this form for more information.	false		0	0		0			0			false
0001405086-24-000285	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001405086-23-000285	2015-12-01		true					true					false		5000000		Indefinite	1618426687	Indefinite	Includes all amounts sold by the issuer, whether pursuant to SEC Regulation D or Regulation S.	false		3	0		0		Includes only sales commissions and finders' fees expenses paid by the issuer, if any.	0		The investment manager (or its affiliate) is entitled to receive an annual management fee in an amount equal to a specified percentage of assets under management.	false
0001710824-24-000003	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06c, 3C, 3C.7	true	0001715354-23-000001	2017-09-01		true					true			true	Participating Shares	false		0		Indefinite	141013518	Indefinite		false		93	0	true	0	true		0	true		false
0002041181-24-000001	Pooled Investment Fund	Private Equity Fund	false	Not Applicable		06b, 3C, 3C.7	false			true	false					true					false		0		1750000000	0	1750000000	The total offering amount represents the aggregate amount that the Issuer, together with its affiliate issuers, is offering.	false		0	0		0			0	true	An affiliate of the GPLP will receive a fee for management services. The fee will equal a percentage of aggregate subscriptions of the Issuer's limited partners during the investment period and a percentage of invested capital thereafter.	false
0001710824-24-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06c, 3C, 3C.7	true	0001710824-23-000001	2017-08-15		true					true			true	Limited Partnership Interests	false		0		Indefinite	238808504	Indefinite		false		274	0	true	0	true		0	true		false
0002044024-24-000003	Residential			Decline to Disclose		06c	true	0002044024-24-000001	2024-10-15		false	true									false		50000		12000000	7189000	4811000		false		69	0		0			100000	true		false
0000935836-24-000705	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000935836-23-000708	2018-02-01		true	true				true			true	Redeemable Shares	false		5000000		Indefinite	144200000	Indefinite		false		8	0	true	0	true		0	true	None, although the investment adviser of the issuer or its affiliate receives investment management fees and a special profit allocation.	false
0000950123-24-011668	Other			Decline to Disclose		06b	false		2024-11-07		false	true		true							true		0		12999990	12999990	0		false		51	0		0			0			false
0001771795-24-000003	Manufacturing			Decline to Disclose		06b	false		2024-11-07		false		true		true						false		500000		1000000	500000	500000		false		1	0		0			0			false
0000935836-24-000704	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000935836-23-000709	2018-02-01		true	true				true			true	Limited Partner Interests	false		5000000		Indefinite	63345929	Indefinite		false		38	0	true	0	true		0	true	None, although the general partner of the issuer receives investment management fees and a special profit allocation.	false
0002044810-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	true	true				true					false		0		Indefinite	0	Indefinite	Items 13(b) and 14 reflect securities sold to U.S. investors in reliance on Regulation D.	false		0	0		0			0			false
0000935836-24-000703	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000935836-23-000710	2014-02-01		true	true				true			true	Limited partner interests	false		250000		Indefinite	1385367607	Indefinite		false		973	0	true	0	true		0	true	None, although the general partner of the issuer receives investment management fees and a special profit allocation.	false
0000929638-24-003869	Other Technology			Decline to Disclose		06b	false		2024-10-30		false	true		true					true	Series C Preferred Stock, Warrant to Purchase Common Stock and Series A-4 Preferred Stock	false		0		120155611	120155611	0	$35,155,610 of Series A-4 Preferred Stock sold. $85,000,001.16 of Series C Preferred Stock sold.	false		2	0		0			0			false
0001997677-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-11-07		false					true					false		0		1848850	1848850	0		false		22	0		0			53850			false
0002000803-24-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0002000803-23-000001	2023-10-01		true					true					false		1000000		Indefinite	10697196	Indefinite	Includes only securities sold to U.S. investors by the Issuer in reliance on Regulation D (e.g., excludes securities sold to non-U.S. investors in reliance on Regulation S).	false		1	0		0		"Man Investments Inc. (""MII"") is an affiliate of AHL Partners LLP. The Issuer did not pay sales commissions to MII. MII compensates Registered Reps a salary and discretionary bonus, determined by many factors including assets raised for the Issuer."	0			false
0001728735-24-000003	Other Real Estate			Decline to Disclose		06b	true	0001728735-24-000002	2024-10-04		true		true								false		1		Indefinite	1435277	Indefinite		true	0	4	0		0		No individual received a commission from these transactions.  Nick Meister who is listed as receiving compensation is a salary employee who gets paid to find investors generally.	0			false
0002044872-24-000001	Other			No Revenues		06b	false			true	false	true									false		200000		5000000	0	5000000		true	0	0	0		0			0	true	The principals of the Sponsor may receive a general contracting fee and a real estate commission	false
0000935836-24-000702	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000935836-23-000711	2012-05-01		true	true				true			true	Redeemable Shares	false		250000		Indefinite	318954700	Indefinite		false		178	0	true	0	true		0	true	None, although the investment adviser of the issuer or its affiliate receives investment management fees and a special profit allocation.	false
0001933993-24-000001	Other Technology			Decline to Disclose		06b	false		2024-10-31		false	true									false		0		1300000	963191	336809		false		7	0		0			0			false
0002032061-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0002044764-24-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2024-11-01		true					true					false		0		Indefinite	6015000	Indefinite		false		3	0		0			0		The persons named in Item 3 or their affiliates may participate in management fees and profit allocations from the fund as described in the fund's offering documents.	false
0001894040-24-000002	Other Technology			Decline to Disclose		06b	false		2023-12-07		false				true						false		0		100000	100000	0		false		1	0		0			0			false
0000945621-24-000946	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000945621-23-000586	2023-11-01		true					true			true	Class A Limited Partnership Interests. The General Partner in its sole discretion may set minimum investment amounts.	false		5000000		Indefinite	41638736	Indefinite	The total amount sold and the number of investors disclosed in this Form D reflects sales to only US Investors and do not take withdrawals and/or redemptions into consideration.	false		14	0		0			0	true	Certain persons named in Item 3 or affiliate(s) thereof may receive payments deemed to be made from the proceeds of the offering including management fees and/or incentive allocations. The amounts of such payments cannot be estimated at this time.	false
0002043821-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2024-11-01		false					true					false		50000		2331631	2331631	0		false		3	0		0			66126		This amount represents a cost to cover fund organizational and operating expenses and fees paid to the Issuer's Manager.	false
0002043556-24-000001	Computers			No Revenues		06b	false		2024-10-31		false		true	true	true						false		100000		1500000	1000000	500000		false		9	0		0			394000	true	Payments made as salaries for officers and directors.	false
0001587695-24-000001	Business Services			No Revenues		06c	false			true	false	true									true	This company has been acquired by: Recon Aerospace & Defense, Inc. LeRoy D. Aday, President 14930 Corporate Road, Suite 19, Jupiter, FL 33478	1000		1000	0	1000	This is a placeholder Reg. D for informational purposes on the acquisition by Recon Aerospace & Defense, Inc. See box 10 for more information.	false		0	0		0			0			false
0002043808-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2024-10-30		false					true					false		5000		66000	66000	0		false		7	0		0			9320		This amount represents a cost to cover fund organizational and operating expenses and fees paid to the Issuer's Manager.	false
0001795148-24-000002	Other			Decline to Disclose		06b	true	0001795148-19-000002	2019-11-15		true	true									false		0		Indefinite	6910000	Indefinite		false		10	0		0			0			false
0002028285-24-000002	Other Banking and Financial Services			Decline to Disclose		06b	true	0002028285-24-000001	2023-11-21		true	true									false		100000		35000000	12500000	22500000		false		2	0		0			0			false
0001749661-24-000002	Other Banking and Financial Services			Decline to Disclose		06b	false			true	false	true							true	Shares of Series A Preferred Stock	false		100000		5000000	0	5000000		false		0	0		0			0			false
0001914568-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-11-07		false					true					false		0		495750	495750	0		false		5	0		0			20750			false
0002030218-24-000002	Other Technology			$1 - $1,000,000		04, 06b	false		2024-06-28		false	true									false		50000		1325000	250000	1075000		false		3	0		0			160000	true	Up to $80,000 per year for two years for CEO salary, as disclosed in offering document.	false
0001886318-24-000003	Other			Decline to Disclose		06b	true	0001886318-24-000001	2024-09-12		false	true									false		0		34817999	29512999	5305000		false		15	0		0			0			false
0002036230-24-000002	Residential			No Revenues		06b	false		2024-10-29		false		true								false		25000		5000000	783000	4217000		true	7	18	0		0			0			false
0001715543-24-000002	Other Technology			Decline to Disclose		06b	false		2024-10-22		false		true								false		0		300000	150000	150000		false		10	0		0			0			false
0002043175-24-000001	Electric Utilities			Decline to Disclose		06b	false		2024-11-01		false	true									true		0		Indefinite	52297256	Indefinite		false		84	0		0			0	true		false
0002041967-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-10-29		false					true					false		0		2526079	2526079	0		false		18	0		0			0			false
0002044781-24-000001	Other			Decline to Disclose		06b	false		2024-10-04		false	true									false		0		17499994	15499986	2000008		false		8	0		0			0			false
0001217315-24-000003	REITS and Finance			Decline to Disclose		06b	true	0001217315-23-000003	2017-09-30		true		true								false		100000		250000000	53637770	196362230		false		140	0		0			0			false
0001977355-24-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001977355-23-000001	2023-06-01		true					true					false		100000		Indefinite	8492800	Indefinite		false		3	0		0			0		The Management Company of the Issuers is entitled to a management fee payable by the Issuers.	false
0002044198-24-000001	Oil and Gas			Decline to Disclose		06c	false		2024-11-06		true	true									false		200000		100000000	300000	99700000		false		3	0		0		Units will be sold by the Managing General Partner. The Managing General Partner may use finders. Any finder compensation may be paid from the Managing General Partner?s Partnership Units and shall not dilute Subscribers? interest in the Partnership.	0			false
0001992782-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C, 3C.1	true	0001992782-23-000002	2023-10-03		true					true					false		25000		Indefinite	9102000	Indefinite	THE AMOUNTS LISTED ABOVE INCLUDE SECURITIES OFFERED PURSUANT TO THIS OFFERING AS WELL AS SECURITIES OF THE ISSUER OFFERED PURSUANT TO AN OFFERING EXEMPT FROM REGISTRATION UNDER REGULATION S PROMULGATED UNDER THE SECURITIES ACT OF 1933.	false		74	0		0			0	true	THE ISSUER'S GENERAL PARTNER, OR AN AFFILIATE OF THE ISSUER'S GENERAL PARTNER, MAY BE ENTITLED TO RECEIVE A MANAGEMENT FEE IN ACCORDANCE WITH THE ISSUER'S GOVERNING DOCUMENTATION, AS AMENDED FROM TIME TO TIME.	false
0001938630-24-000002	Other			Decline to Disclose		06b	false		2024-10-29		false	true									false		0		12996719	1401252	11595467		false		30	0		0			0			false
0002040761-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-10-28		false					true					false		1000		82000	82000	0		false		30	0		0			7000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002044846-24-000001	Other			No Revenues		06b	false		2024-10-28		false	true	true								false		50000		2200000	1320000	880000		true	3	17	0		0			0			false
0002042977-24-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false			true	true					true					false		100000		Indefinite	0	Indefinite		false		0	0		0			0			false
0002044596-24-000001	Other Health Care			Decline to Disclose		06b	false		2024-10-31		false	true									false		0		2000000	100000	1900000		false		1	0		0			0			false
0000935836-24-000685	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000935836-23-000722	2008-08-01		true	true				true			true	Limited Partner Interests	false		10000000		Indefinite	1670006982	Indefinite		false		126	0	true	0	true		0	true	None, although the general partner of the issuer receives investment management fees and a special profit allocation.	false
0002043651-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		200000000		Indefinite	0	Indefinite		true	0	0	0		0			6500	true	External Director Fees	false
0001104659-24-118608	Commercial			No Revenues		06b	false		2024-10-09		false	true									false		5000		1520094	1520094	0		false		28	0		0			0			false
0001962501-24-000001	Investing			Decline to Disclose		06b	false		2024-11-13		false	true									false		0		6800000	6770000	30000		false		20	0		0			0			false
0002027178-24-000003	Other Real Estate			Decline to Disclose		06c	true	0002027178-24-000002	2024-05-21		false	true									false		2000000		Indefinite	34168408	Indefinite	There is no cap on the offering amount, only limited by the offering period.	false		17	0		0			1000000	true	AG-XF-24, Inc., of which Richard Julian is the sole owner, receives an organizational fee equal to 0.5% of gross proceeds from the offering, in addition to other fees for services rendered to the Issuer. Exact fee amounts are not known at this time	false
0002042309-24-000003	Other Real Estate			Decline to Disclose		06c	true	0002042309-24-000002	2024-10-17		false	true									false		10		250000000	3114368	246885632		false		2	0		0			0			false
0002039460-24-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06c	false			true	true	true				true					false		5000		Indefinite	0	Indefinite		true	0	0	0	true	0	true		0	true		false
0001718294-24-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1, 3C.7	true	0001718294-23-000003	2017-07-31		true	true				true					false		0		Indefinite	126266000	Indefinite		false		33	0		0			0		Customary management fees are paid to an affiliate of the General Partner as disclosed in the fund documentation.	false
0002041832-24-000001	Residential			Decline to Disclose		06c	false		2024-11-04		false	true									false		100000		10000000	760000	9240000		false		7	0		0			0			false
0002009271-24-000013	Other Real Estate			Decline to Disclose		06b	true	0002009271-24-000011	2024-01-22		false	true									false		10000		51100000	48590077	2509923	The Manager may, in its sole discretion, increase the total offering to an amount up to $61,300,000.	false		326	0		0		2% placement agent fee to Peachtree PC Investors, LLC.	0			false
0002041941-24-000004	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001997991-23-000001	2021-07-09		true	true				true					false		0		Indefinite	975385685	Indefinite	Includes amount sold for this limited partnership and its related vehicles.	false		2	0		0		Sales commissions and/or finders' fees may or may not be received in connection with the offering.	0			false
0001970363-24-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06c, 3C, 3C.1	true	0001970363-24-000001	2024-04-16		true	true				true					false		0		20000000	409650	19590350		false		11	0		0			0		The Manager will be paid a 2.0% per annum management fee plus certain transaction fees associated with a specific investment and disclosed in a disclosure deal document subject to investor approval.	false
0001013594-24-000955	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001013594-23-000912	2016-11-08		true	true				true					false		500000		Indefinite	12000000	Indefinite		false		15	0		0			0	true	The Investment Manager is entitled to receive an annual management fee equal to a percentage of the Issuer's net asset value.	false
0002039758-24-000001	Other Real Estate			Decline to Disclose		06b, 3C, 3C.1	false		2024-10-31		true					true					false		0		Indefinite	5350000	Indefinite		false		10	0		0			0			false
0002009271-24-000012	Other Real Estate			Decline to Disclose		06c	true	0002009271-24-000009	2024-02-07		false	true									false		20000		20000000	7071535	12928465		false		48	0		0		2% placement agent fee	0			false
0002044154-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1, 3C.5, 3C.7	false			true	true	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0002041941-24-000003	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001785122-23-000001	2021-07-09		true	true				true					false		0		Indefinite	174995139	Indefinite		false		279	0		0		Sales commissions and/or finders' fees may or may not be received in connection with the offering.	0			false
0002032696-24-000003	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0002032696-24-000002	2024-08-29		false	true				true					false		20000		1423000	1423000	0		false		44	0		0			0		The Manager and its affiliates may receive Incentive Distributions and Administration Fees as more fully set forth in the offering materials.	false
0002044280-24-000001	Manufacturing			Decline to Disclose		06b	false			true	false	true									false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001932613-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001932613-23-000001	2023-03-31		true					true					false		0		Indefinite	305620000	Indefinite		false		2	0		0		The Issuer has engaged the placement agent identified in Section 12 with respect to the placement of interests, and the placement agent will be paid compensation based on a formula relating to the amount of capital raised by such placement agent.	0			false
0002032711-24-000003	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0002032711-24-000002	2024-08-27		false	true				true					false		20000		1155000	1155000	0		false		48	0		0			0		The Manager and its affiliates may receive Incentive Distributions and Administration Fees as more fully set forth in the offering materials.	false
0002041941-24-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001785122-23-000002	2021-07-09		true	true				true					false		0		Indefinite	700390546	Indefinite		false		451	0		0		Sales commissions and/or finders' fees may or may not be received in connection with the offering.	0			false
0001998803-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001998803-23-000002	2024-04-29		true					true					false		0		Indefinite	75000000	Indefinite		false		1	0	true	0	true		0		Adams Street Partners, LLC or an affiliate thereof will receive a fee for management services. Amount to be paid, number of years to be paid, and extent to be paid out of the adjusted gross proceeds unknown at this time.	false
0001013594-24-000954	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001013594-23-000911	2016-03-01		true	true				true					false		0		Indefinite	17294347	Indefinite		false		16	0		0			0	true	The Investment Manager is entitled to receive a monthly management fee equal to a percentage of the Issuer's net asset value.	false
0001998726-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001998726-23-000001	2023-11-21		true					true					false		0		Indefinite	275750000	Indefinite		false		4	0	true	0	true		0		Adams Street Partners, LLC or an affiliate thereof will receive a fee for management services. Amount to be paid, number of years to be paid, and extent to be paid out of the adjusted gross proceeds unknown at this time.	false
0001998755-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001998755-23-000001	2024-04-29		true					true					false		0		Indefinite	75000000	Indefinite		false		1	0	true	0	true		0		Adams Street Partners, LLC or an affiliate thereof will receive a fee for management services. Amount to be paid, number of years to be paid, and extent to be paid out of the adjusted gross proceeds unknown at this time.	false
0001925800-24-000001	Other			Decline to Disclose		06b	false		2024-10-31		false	true									false		0		50000	50000	0		false		1	0		0			0		In the ordinary course of business, the issuer may use some of the proceeds of the offering to pay salaries to certain of its executive officers and directors.	false
0001994180-24-000001	Other Real Estate			Decline to Disclose		06c, 3C, 3C.1	true	0001994180-23-000001	2024-07-05		true	true				true					false		0		10000000	1306100	8693900		false		18	0		0			0			false
0002037555-24-000003	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C, 3C.1	false		2024-11-06		false					true					false		25000		25000	25000	0		false		1	0		0			0	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0001945594-24-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b	true	0001945594-23-000001	2017-01-09		true					true					false		0		Indefinite	947910	Indefinite		false		4	0	true	0	true		0		The persons named in Item 3 or their affiliates may participate in management fees and profit allocations from the fund as described in the fund's offering documents.	false
0001945595-24-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b	true	0001945595-23-000001	2021-01-08		true					true					false		0		Indefinite	1300000	Indefinite		false		3	0	true	0	true		0		The persons named in Item 3 or their affiliates may participate in management fees and profit allocations from the fund as described in the fund's offering documents.	false
0000897069-24-002160	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2024-10-30		true					true					false		0		Indefinite	41443284	Indefinite		false		188	0		0			0			false
0002030983-24-000001	Other			Decline to Disclose		06b	false		2024-11-08		false	true									false		0		3000000	3000000	0		false		1	0		0			0			false
0002006071-24-000002	Other Technology			Decline to Disclose		06b	false		2024-09-27		false	true									false		0		12474997	12474997	0		false		14	0		0			0			false
0002044735-24-000001	Commercial			Decline to Disclose		06b	false		2024-11-05		false	true									false		25000		985000	985000	0		false		14	0		0			14775	true	Affiliates of the Issuer may be entitled to payments of investment management fees from time to time.	false
0002000016-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0002000016-23-000001	2023-10-31		true					true					false		0		Indefinite	25000000	Indefinite		false		1	0		0			0	true	Certain persons named in Item 3 or affiliates thereof may receive payments deemed to be made from the proceeds of the offering. The amount of such payments cannot be estimated at this time.	false
0002043786-24-000001	Other Real Estate			Decline to Disclose		06b	false			true	false	true									false		500000		22000000	0	22000000		false		0	0		0			0			false
0002001169-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2022-09-26		true					true					false		10000000		Indefinite	1400000000	Indefinite	It is an open end fund. The amount stated is the most recent total fund size.	false		1066	0		0			0			false
0001398344-24-020711	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001561286-12-000001	2012-11-01		true					true					false		100000		Indefinite	608450000	Indefinite	Number of investors who already have invested in the offering (Item 14) includes only persons invested in the issuer as of November 1, 2024. Total amount sold (Item 13) includes all sales to such persons, also as of November 1, 2024.	false		24	0		0			0			false
0001398344-24-020709	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001561285-12-000001	2012-11-01		true					true					false		100000		Indefinite	517149081	Indefinite	Number of investors who already have invested in the offering (Item 14) includes only persons invested in the issuer as of November 1, 2024. Total amount sold (Item 13) includes all sales to such persons, also as of November 1, 2024.	false		64	0		0			0			false
0001213900-24-097866	Biotechnology			Decline to Disclose		06b	false		2024-11-01		false			true	true						false		0		9428594	9428594	0	The total offering amount reflects the total gross proceeds to be received assuming cash  exercise of all warrants issued in the private placement.	true	0	5	468000	true	0		In connection with the offering, the placement agent received a 7.0% cash fee, 1.0% management  fee, non-accountable expenses, warrants, accountable expenses and clearing fee	0	true	While no offering proceeds are set aside for payments to the named officers or directors, it is possible that some proceeds  to be used as working capital will be used indirectly for paying salaries to employees including executive officers.	false
0002042442-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-10-31		false	true				true					false		0		2530000	2530000	0		false		4	0		0			0			false
0000947871-24-000894	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000947871-14-000562	2004-07-26		true	true				true			true	Class A, B and C Shares. The minimum amount reflected in Item 11  may be reduced by the Board of Directors but may not be less than  $100,000.	false		500000		Indefinite	700000	Indefinite		false		1	0		0			0			false
0000947871-24-000893	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000947871-17-000155	2017-01-02		true	true				true			true	Class A Shares. The minimum amount reflected in Item 11 may be reduced by the Board of Directors but may not be less than $100,000.	false		250000		Indefinite	36000000	Indefinite		false		2	0		0			0			false
0000947871-24-000892	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000947871-16-001277	2016-04-01		true					true			true	Class A, B and C Shares. The minimum amount reflected in Item 11 may be reduced by the Board of Directors but may not be less than $100,000.	false		250000		Indefinite	134903500	Indefinite		false		2	0		0			0			false
0000947871-24-000891	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000947871-16-001750	2016-09-01		true					true			true	Class A Shares. The minimum amount reflected in Item 11 may be reduced by the Board of Directors but may not be less than $100,000.	false		250000		Indefinite	686541344	Indefinite		false		16	0		0			0			false
0000947871-24-000890	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000947871-14-000584	2014-09-01		true					true			true	Class A, B, and C Shares. The minimum amount reflected in Item 11 may be reduced by the Board of Directors but may not be less than $100,000.	false		250000		Indefinite	62419378	Indefinite		false		9	0		0			0			false
0001697344-24-000001	Other Technology			Decline to Disclose		06b	false		2024-10-11		false	true									false		20000		3387133	3387133	0		false		24	0		0			150000	true		false
0001493152-24-045322	Biotechnology			$1 - $1,000,000		06b	false		2024-09-24		false		true	true	true						false		0		3887252	3887252	0		false		11	0		0			0			false
0001493152-24-045321	Biotechnology			$1 - $1,000,000		06b	false		2024-09-24		false	true		true	true						false		0		1137746	1137746	0		false		5	0		0			0			false
